TransactionID,AccountID,TransactionAmount,TransactionDate,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,TransactionType,Channel,Location,CustomerOccupation
TX000031,AC00367,3.377928754722801,2023-07-17 17:49:22,D000587,35.67.21.23,M091,59,20,1,8334.47,2024-11-04 08:09:17,1,Credit,Online,Miami,Doctor
TX000032,AC00291,4.0963425648847736,2023-02-06 16:24:24,D000282,187.199.178.27,M053,29,257,1,9823.64,2024-11-04 08:06:58,2,Debit,ATM,Baltimore,Doctor
TX000033,AC00060,5.985069140019122,2023-09-25 16:26:00,D000621,133.67.250.163,M007,49,168,3,9690.15,2024-11-04 08:11:13,2,Debit,ATM,New York,Engineer
TX000034,AC00359,6.778568719599104,2023-03-13 17:23:24,D000111,134.140.85.231,M094,22,150,1,399.0,2024-11-04 08:07:50,0,Debit,Online,Los Angeles,Student
TX000035,AC00365,5.54619255408143,2023-10-27 16:42:49,D000357,92.214.76.157,M002,45,50,1,14815.87,2024-11-04 08:10:51,1,Credit,Branch,San Francisco,Doctor
TX000036,AC00267,4.834375328680896,2023-10-16 16:32:56,D000042,59.145.242.13,M002,49,45,1,5764.72,2024-11-04 08:06:23,0,Debit,Branch,Seattle,Engineer
TX000037,AC00404,4.371092069621102,2023-11-21 16:58:44,D000250,33.28.138.82,M028,26,145,1,900.61,2024-11-04 08:12:18,0,Debit,Branch,Milwaukee,Student
TX000038,AC00202,6.477403039366023,2023-03-02 17:53:32,D000448,73.108.76.238,M074,75,137,1,4875.86,2024-11-04 08:11:15,2,Debit,ATM,San Jose,Retired
TX000039,AC00478,6.6799885572656725,2023-10-12 17:07:40,D000077,49.29.37.185,M048,66,90,2,7914.88,2024-11-04 08:11:17,2,Debit,ATM,Mesa,Doctor
TX000040,AC00405,5.818984404344884,2023-01-24 17:17:20,D000038,49.20.211.229,M040,55,216,1,1019.39,2024-11-04 08:07:32,0,Debit,Online,Oklahoma City,Retired
TX000041,AC00421,5.797485302756558,2023-07-31 18:39:50,D000557,6.234.101.35,M014,63,119,1,4323.66,2024-11-04 08:07:31,2,Debit,ATM,San Antonio,Retired
TX000042,AC00480,3.555919326857706,2023-01-09 16:13:21,D000627,109.105.179.186,M046,38,19,1,14214.48,2024-11-04 08:11:45,0,Debit,Online,Philadelphia,Doctor
TX000043,AC00120,5.490671759042366,2023-04-20 18:57:43,D000198,60.89.202.192,M044,57,116,1,13357.02,2024-11-04 08:09:03,1,Credit,Online,Charlotte,Doctor
TX000044,AC00117,4.0310497118497866,2023-04-12 16:03:37,D000197,173.135.78.201,M009,19,117,1,241.79,2024-11-04 08:08:03,2,Debit,ATM,Tucson,Student
TX000045,AC00011,5.72132765387195,2023-07-26 16:52:28,D000685,77.208.193.198,M005,27,33,1,868.61,2024-11-04 08:09:53,0,Debit,Branch,Louisville,Student
TX000046,AC00401,6.078261317737981,2023-10-04 17:49:29,D000297,197.162.55.147,M051,74,90,1,4673.28,2024-11-04 08:11:12,0,Debit,Branch,Chicago,Retired
TX000047,AC00282,5.108910770030852,2023-12-13 16:01:38,D000103,113.115.81.178,M070,26,75,1,1509.27,2024-11-04 08:10:33,0,Debit,Branch,Baltimore,Student
TX000048,AC00439,6.236839147263514,2023-10-09 16:29:40,D000397,186.135.2.148,M090,19,105,1,781.7,2024-11-04 08:11:35,0,Debit,Online,Oklahoma City,Student
TX000049,AC00296,6.4423809181200635,2023-11-27 16:45:57,D000284,93.146.251.20,M023,26,138,1,265.51,2024-11-04 08:07:24,0,Debit,Online,Denver,Student
TX000050,AC00471,3.1359289040472746,2023-03-27 16:45:18,D000304,124.6.134.78,M055,41,175,1,1335.09,2024-11-04 08:06:31,1,Credit,Online,Sacramento,Engineer
TX000051,AC00159,6.055237150005048,2023-02-13 16:59:39,D000661,139.23.212.102,M040,69,121,1,3907.54,2024-11-04 08:07:07,1,Credit,Online,Kansas City,Retired
TX000052,AC00482,6.053405948648165,2023-02-21 17:45:55,D000598,179.43.245.131,M015,51,264,1,5183.85,2024-11-04 08:09:02,0,Debit,Online,Omaha,Engineer
TX000053,AC00115,4.459334837764547,2023-06-07 16:45:34,D000235,194.174.252.1,M078,67,145,1,14904.9,2024-11-04 08:06:45,0,Debit,Branch,Virginia Beach,Doctor
TX000054,AC00055,5.1387352967235715,2023-09-07 16:51:27,D000442,42.219.228.159,M036,28,142,1,918.88,2024-11-04 08:08:58,0,Debit,Branch,San Diego,Student
TX000055,AC00419,4.659942421835071,2023-03-29 17:47:16,D000642,186.135.2.148,M095,62,90,1,4477.78,2024-11-04 08:10:42,2,Debit,ATM,Omaha,Retired
TX000056,AC00374,5.7618941377134165,2023-08-04 17:53:40,D000013,81.102.230.41,M052,25,83,1,1324.03,2024-11-04 08:09:15,0,Debit,Branch,Mesa,Student
TX000057,AC00271,4.119687369893896,2023-12-14 17:52:37,D000462,1.198.76.182,M095,57,52,1,3534.93,2024-11-04 08:09:57,1,Credit,Branch,Columbus,Retired
TX000058,AC00456,5.682082047676862,2023-03-03 17:37:41,D000311,198.73.211.114,M075,68,61,1,4638.37,2024-11-04 08:07:49,1,Credit,Branch,Dallas,Retired
TX000059,AC00143,5.959767460364727,2023-06-09 16:18:15,D000145,186.54.68.246,M064,48,28,1,5630.61,2024-11-04 08:07:09,0,Debit,Branch,Indianapolis,Engineer
TX000060,AC00427,4.728007095947154,2023-10-02 16:35:22,D000089,198.166.198.233,M064,23,51,1,930.3,2024-11-04 08:11:37,0,Debit,Branch,Kansas City,Student
TX000061,AC00438,6.344793900795618,2023-10-06 18:44:37,D000233,27.143.109.203,M094,46,152,1,5499.91,2024-11-04 08:06:25,2,Debit,ATM,Indianapolis,Engineer
TX000062,AC00002,5.5796920894251505,2023-05-16 16:07:30,D000285,7.146.35.122,M087,79,227,2,4175.02,2024-11-04 08:11:03,0,Debit,Branch,Dallas,Retired
TX000063,AC00425,5.859760056110554,2023-11-07 16:48:23,D000516,9.230.41.239,M097,48,226,1,6651.62,2024-11-04 08:08:09,0,Debit,Online,Las Vegas,Engineer
TX000064,AC00325,6.400921676485684,2023-05-30 17:43:25,D000548,125.225.212.244,M001,56,104,1,8458.29,2024-11-04 08:08:01,1,Credit,Branch,Philadelphia,Engineer
TX000065,AC00434,1.9125010869241836,2023-11-02 16:01:40,D000461,155.164.18.235,M071,50,124,1,13988.12,2024-11-04 08:11:32,0,Debit,Online,Charlotte,Doctor
TX000066,AC00242,5.3099000277911035,2023-03-29 17:00:31,D000098,145.246.171.225,M003,42,186,1,2585.07,2024-11-04 08:11:41,1,Credit,Branch,Nashville,Engineer
TX000067,AC00319,5.70184727002169,2023-04-25 16:11:24,D000435,92.214.76.157,M005,56,225,1,3014.75,2024-11-04 08:10:12,0,Debit,Branch,Indianapolis,Retired
TX000068,AC00460,6.257782523805988,2023-04-18 18:40:47,D000305,131.41.45.13,M063,25,128,1,1951.42,2024-11-04 08:12:10,0,Debit,Branch,Albuquerque,Student
TX000069,AC00461,4.7730546949842765,2023-02-09 16:34:53,D000128,46.150.175.171,M057,60,16,1,3665.77,2024-11-04 08:07:11,1,Credit,Online,Austin,Engineer
TX000070,AC00395,5.247655451745809,2023-11-13 16:42:28,D000684,125.89.163.224,M040,32,103,1,977.01,2024-11-04 08:08:42,1,Credit,Branch,Indianapolis,Engineer
TX000071,AC00217,4.901935877172915,2023-07-18 16:12:00,D000201,40.226.196.34,M091,44,220,1,3846.28,2024-11-04 08:10:18,2,Debit,ATM,Atlanta,Engineer
TX000072,AC00053,4.971270570573979,2023-01-13 17:00:16,D000410,65.164.3.100,M066,35,135,1,6374.82,2024-11-04 08:09:26,0,Debit,Online,Dallas,Engineer
TX000073,AC00282,3.2492110246642736,2023-07-04 18:20:33,D000180,9.230.41.239,M070,62,55,1,5866.01,2024-11-04 08:12:15,2,Debit,ATM,Boston,Retired
TX000074,AC00110,5.459245030654318,2023-10-20 16:54:28,D000295,152.140.239.181,M046,26,280,1,6537.62,2024-11-04 08:08:45,1,Credit,Online,Jacksonville,Student
TX000075,AC00265,7.10127226575899,2023-10-04 16:36:29,D000231,193.83.0.183,M036,20,24,1,605.95,2024-11-04 08:06:51,0,Debit,Branch,Indianapolis,Student
TX000076,AC00239,5.4515533424468945,2023-12-28 17:31:03,D000073,156.173.170.140,M066,37,51,1,6689.87,2024-11-04 08:09:17,2,Debit,ATM,Omaha,Engineer
TX000077,AC00007,5.0976077814408045,2023-06-12 17:53:52,D000070,60.153.124.80,M060,22,113,1,634.17,2024-11-04 08:08:22,0,Debit,Online,Kansas City,Student
TX000078,AC00022,4.527532916260939,2023-03-13 16:32:12,D000363,94.37.250.128,M095,44,69,1,14676.05,2024-11-04 08:11:36,0,Debit,Branch,Milwaukee,Doctor
TX000079,AC00464,4.798184372320789,2023-12-18 18:46:27,D000561,162.198.218.92,M045,19,77,1,1362.39,2024-11-04 08:06:50,0,Debit,Branch,Miami,Student
TX000080,AC00014,5.166213525914699,2023-07-17 18:54:31,D000375,130.92.201.49,M032,50,67,1,10528.34,2024-11-04 08:10:29,0,Debit,Online,Seattle,Doctor
TX000081,AC00406,5.218787027591229,2023-06-19 18:22:10,D000488,86.103.2.29,M074,38,102,1,552.52,2024-11-04 08:09:51,2,Debit,ATM,Denver,Engineer
TX000082,AC00445,5.847565307911304,2023-10-23 17:13:57,D000097,131.41.45.13,M081,58,80,1,6451.96,2024-11-04 08:08:16,1,Credit,Online,Phoenix,Engineer
TX000083,AC00236,6.828224940025329,2023-01-23 16:32:48,D000206,21.97.154.92,M004,63,87,1,4715.84,2024-11-04 08:11:07,2,Debit,ATM,Detroit,Retired
TX000084,AC00220,5.564175520269783,2023-11-06 16:34:10,D000616,36.13.239.172,M028,49,170,1,7176.86,2024-11-04 08:09:38,0,Debit,Online,Denver,Doctor
TX000085,AC00140,5.047995302853334,2023-07-03 16:40:24,D000494,167.104.180.235,M030,34,157,1,1523.72,2024-11-04 08:09:42,0,Debit,Online,San Diego,Doctor
TX000086,AC00098,7.201312558554734,2023-09-29 17:22:10,D000574,165.114.224.47,M012,54,30,1,8654.28,2024-11-04 08:06:53,1,Credit,Online,Austin,Engineer
TX000087,AC00303,3.241028629509334,2023-10-20 17:27:35,D000428,16.131.3.140,M033,64,69,1,9869.93,2024-11-04 08:12:05,0,Debit,Branch,Mesa,Doctor
TX000088,AC00373,6.344003449406741,2023-08-28 17:03:53,D000018,8.243.4.138,M054,48,115,1,10556.81,2024-11-04 08:07:32,2,Debit,ATM,Washington,Doctor
TX000089,AC00438,2.3617969526258915,2023-06-22 18:37:29,D000453,132.127.5.187,M043,58,179,1,12883.91,2024-11-04 08:09:10,1,Credit,Online,San Diego,Doctor
TX000090,AC00437,5.976249381301502,2023-11-20 16:28:09,D000141,186.54.68.246,M022,24,100,1,791.65,2024-11-04 08:08:38,0,Debit,Online,Kansas City,Student
TX000091,AC00106,6.576372071259257,2023-09-14 16:49:33,D000322,101.223.82.253,M052,60,34,1,4064.02,2024-11-04 08:08:12,1,Credit,Online,Milwaukee,Retired
TX000092,AC00310,5.415433513216716,2023-10-02 16:36:10,D000481,133.223.159.151,M009,53,55,4,2929.91,2024-11-04 08:08:01,2,Debit,ATM,Kansas City,Engineer
TX000093,AC00149,5.4452707795042,2023-03-27 18:16:04,D000526,60.43.160.195,M049,21,135,1,618.05,2024-11-04 08:10:44,0,Debit,Branch,Houston,Student
TX000094,AC00373,6.093840613724849,2023-12-21 16:37:03,D000645,168.36.49.167,M047,19,260,1,1375.8,2024-11-04 08:08:21,0,Debit,Online,Los Angeles,Student
TX000095,AC00425,6.469513847959858,2023-03-02 16:05:09,D000178,165.38.56.205,M093,29,72,1,1143.52,2024-11-04 08:08:04,2,Debit,ATM,San Antonio,Engineer
TX000096,AC00010,6.233783077808233,2023-06-26 16:16:50,D000622,193.108.17.115,M048,51,127,1,7708.41,2024-11-04 08:09:32,1,Credit,Branch,Mesa,Engineer
TX000097,AC00348,6.756502064112833,2023-04-18 17:27:23,D000019,175.230.206.232,M002,27,185,1,1872.96,2024-11-04 08:10:47,1,Credit,Branch,San Francisco,Student
TX000098,AC00011,3.2718477096343066,2023-07-17 17:08:24,D000192,62.152.134.92,M007,57,78,1,201.04,2024-11-04 08:11:05,2,Debit,ATM,Louisville,Engineer
TX000099,AC00453,5.001392712729324,2023-09-01 17:26:02,D000093,149.84.108.18,M028,71,133,1,2115.8,2024-11-04 08:07:22,0,Debit,Branch,Charlotte,Retired
TX000100,AC00178,4.753762590037918,2023-09-11 16:19:04,D000528,134.222.122.238,M004,37,175,1,7643.66,2024-11-04 08:08:38,0,Debit,Branch,San Antonio,Doctor
TX000101,AC00265,5.951605630346094,2023-01-24 17:23:56,D000321,18.72.115.111,M066,30,24,1,8901.93,2024-11-04 08:11:07,0,Debit,Branch,Fort Worth,Engineer
TX000102,AC00018,4.6005595734304086,2023-08-11 16:18:46,D000528,34.125.226.63,M095,20,167,1,9383.43,2024-11-04 08:10:02,1,Credit,Online,El Paso,Student
TX000103,AC00075,4.43366986782572,2023-10-16 18:35:11,D000607,21.28.32.1,M009,55,164,1,1181.31,2024-11-04 08:10:52,1,Credit,Branch,Fort Worth,Doctor
TX000104,AC00464,5.284015581837177,2023-02-24 16:29:23,D000164,204.34.243.93,M099,27,146,1,9418.86,2024-11-04 08:08:32,0,Debit,Branch,Virginia Beach,Engineer
TX000105,AC00170,4.874739203012945,2023-01-02 16:36:02,D000647,111.226.226.202,M045,32,235,1,7954.92,2024-11-04 08:06:35,2,Debit,ATM,Las Vegas,Engineer
TX000106,AC00235,5.729775054930455,2023-11-30 16:31:03,D000078,96.115.67.230,M047,46,51,1,9418.08,2024-11-04 08:10:48,0,Debit,Online,Colorado Springs,Engineer
TX000107,AC00013,4.7534177624482945,2023-11-01 16:52:01,D000182,115.218.48.83,M032,59,80,1,6144.68,2024-11-04 08:09:24,0,Debit,Online,Seattle,Retired
TX000108,AC00397,6.63014234220714,2023-03-06 16:47:02,D000028,174.61.77.54,M012,27,17,1,420.65,2024-11-04 08:11:40,0,Debit,Branch,Sacramento,Student
TX000109,AC00423,6.22408306878471,2023-11-27 18:32:49,D000518,216.151.64.40,M083,22,35,1,447.82,2024-11-04 08:09:22,0,Debit,Online,Los Angeles,Student
TX000110,AC00154,4.970021611210958,2023-07-31 16:37:46,D000469,197.162.55.147,M055,63,147,1,7981.45,2024-11-04 08:10:42,2,Debit,ATM,San Antonio,Retired
TX000111,AC00068,6.952938947557457,2023-11-22 16:13:39,D000400,77.7.223.184,M077,53,73,1,1829.9,2024-11-04 08:07:35,2,Debit,ATM,Columbus,Retired
TX000112,AC00318,5.507524252123373,2023-03-21 16:29:31,D000536,44.197.126.59,M089,25,180,1,985.06,2024-11-04 08:10:26,2,Debit,ATM,New York,Student
TX000113,AC00396,5.542713473895698,2023-04-20 18:26:50,D000477,143.212.47.226,M012,51,174,1,8849.26,2024-11-04 08:06:56,1,Credit,Online,Dallas,Engineer
TX000114,AC00121,5.3695211255543684,2023-03-01 17:52:14,D000574,51.250.122.123,M009,78,282,1,3528.72,2024-11-04 08:09:36,1,Credit,ATM,Dallas,Retired
TX000115,AC00336,5.79563212828608,2023-02-10 16:52:48,D000655,188.124.181.12,M051,40,104,1,480.16,2024-11-04 08:06:30,0,Debit,Online,Fresno,Engineer
TX000116,AC00468,1.252762968495368,2023-07-21 16:43:11,D000673,44.73.3.217,M042,47,107,1,12145.27,2024-11-04 08:09:53,0,Debit,Online,San Diego,Doctor
TX000117,AC00282,5.707376010166331,2023-10-09 17:02:43,D000266,85.240.254.83,M040,68,47,1,13546.75,2024-11-04 08:12:18,1,Credit,Online,Austin,Doctor
TX000118,AC00498,4.06009812349351,2024-01-01 16:34:10,D000256,101.90.40.193,M086,43,122,2,5688.37,2024-11-04 08:07:42,1,Credit,ATM,Oklahoma City,Engineer
TX000119,AC00085,6.0128590439621385,2023-07-07 16:11:38,D000544,98.255.160.110,M041,26,62,1,8346.64,2024-11-04 08:06:30,0,Debit,Online,Boston,Engineer
TX000120,AC00092,4.760719886729057,2023-05-22 17:09:52,D000663,124.6.134.78,M086,39,167,1,6481.04,2024-11-04 08:10:02,0,Debit,Branch,Fresno,Engineer
TX000121,AC00295,3.9994842811981406,2023-08-16 16:17:12,D000489,45.64.74.86,M025,69,121,1,1651.33,2024-11-04 08:08:43,2,Debit,ATM,Houston,Retired
TX000122,AC00358,4.16418152181088,2023-11-17 16:02:02,D000434,69.82.61.135,M028,46,165,1,11174.94,2024-11-04 08:10:13,1,Credit,Online,Detroit,Doctor
TX000123,AC00311,5.7647834962136,2023-05-22 17:29:35,D000314,79.227.202.117,M076,27,91,1,145.5,2024-11-04 08:11:32,0,Debit,Online,Detroit,Student
TX000124,AC00066,5.807090886187896,2023-08-25 17:26:07,D000037,26.240.219.199,M006,41,61,1,4172.57,2024-11-04 08:11:00,0,Debit,Online,Portland,Engineer
TX000125,AC00340,1.7984040119467235,2023-11-27 16:38:34,D000021,63.67.150.226,M001,56,41,1,5558.36,2024-11-04 08:10:48,2,Debit,ATM,Washington,Retired
TX000126,AC00284,5.373146507168686,2023-08-04 17:46:44,D000112,195.226.203.234,M026,70,247,1,11151.53,2024-11-04 08:11:56,1,Credit,Online,Detroit,Doctor
TX000127,AC00208,6.396612938400003,2023-09-04 16:48:35,D000042,92.214.76.157,M081,57,158,1,1415.52,2024-11-04 08:10:13,0,Debit,Branch,Philadelphia,Doctor
TX000128,AC00176,6.73611250053033,2023-08-09 17:34:26,D000276,101.223.82.253,M083,26,80,1,1103.64,2024-11-04 08:09:58,0,Debit,Online,Tucson,Student
TX000129,AC00053,3.667400422436812,2023-09-07 16:07:40,D000687,77.21.150.75,M005,26,108,1,303.68,2024-11-04 08:07:42,0,Debit,Online,Mesa,Student
TX000130,AC00320,6.944723457082125,2023-07-11 16:39:53,D000015,53.218.177.171,M062,58,144,1,5541.57,2024-11-04 08:09:24,0,Debit,Branch,San Antonio,Doctor
TX000131,AC00382,4.834057211929367,2023-07-03 17:14:07,D000118,147.234.20.46,M004,33,105,1,6309.8,2024-11-04 08:07:25,0,Debit,Branch,Oklahoma City,Engineer
TX000132,AC00384,5.7152168522818645,2023-09-25 17:13:36,D000052,203.99.96.114,M059,78,40,1,5133.61,2024-11-04 08:11:55,1,Credit,Branch,San Antonio,Retired
TX000133,AC00203,5.342525621212357,2023-11-20 17:10:02,D000339,65.27.212.129,M055,47,273,1,9344.98,2024-11-04 08:08:45,0,Debit,Online,Louisville,Engineer
TX000134,AC00498,1.9125010869241836,2023-11-17 17:27:07,D000236,85.240.254.83,M098,23,254,1,1117.97,2024-11-04 08:10:53,1,Credit,Branch,Los Angeles,Student
TX000135,AC00349,5.94628411002744,2023-08-21 16:46:05,D000635,62.251.170.72,M034,56,75,1,11835.35,2024-11-04 08:09:32,2,Debit,ATM,Albuquerque,Doctor
TX000136,AC00177,2.8425810940598164,2023-10-16 16:59:36,D000465,161.177.41.214,M065,50,124,1,14401.17,2024-11-04 08:11:59,2,Debit,ATM,Milwaukee,Doctor
TX000137,AC00284,6.188428380638807,2023-06-20 17:21:50,D000170,138.87.180.254,M060,18,68,1,1748.69,2024-11-04 08:07:03,0,Debit,Online,Oklahoma City,Student
TX000138,AC00272,5.82123953126126,2023-01-16 16:53:38,D000426,203.99.96.114,M003,21,18,1,1000.46,2024-11-04 08:09:57,0,Debit,Branch,San Antonio,Student
TX000139,AC00405,6.906184045240652,2023-11-22 16:07:19,D000661,100.4.40.132,M067,69,118,1,6810.05,2024-11-04 08:08:25,0,Debit,Online,Seattle,Doctor
TX000140,AC00385,5.462008109204515,2023-09-01 16:09:08,D000553,45.182.28.148,M045,23,120,1,263.98,2024-11-04 08:08:47,0,Debit,Online,Chicago,Student
TX000141,AC00403,1.9459101490553132,2023-10-23 18:38:15,D000556,18.72.115.111,M090,30,246,1,5442.76,2024-11-04 08:09:43,0,Debit,Online,Chicago,Doctor
TX000142,AC00114,6.957421249996957,2023-10-23 16:50:33,D000522,121.67.144.20,M052,80,21,1,2037.85,2024-11-04 08:10:34,2,Debit,ATM,Detroit,Retired
TX000143,AC00163,5.429959475599752,2023-07-03 17:42:08,D000439,197.162.55.147,M057,18,294,1,341.94,2024-11-04 08:11:34,2,Debit,ATM,Charlotte,Student
TX000144,AC00108,5.458478518671978,2023-10-24 16:41:00,D000600,96.115.67.230,M030,66,17,1,1066.59,2024-11-04 08:11:17,1,Credit,Online,Oklahoma City,Retired
TX000145,AC00397,4.736373871603436,2023-09-25 16:54:22,D000369,33.212.169.157,M019,69,166,1,6077.96,2024-11-04 08:07:21,1,Credit,Branch,Jacksonville,Retired
TX000146,AC00434,3.846951008684431,2023-02-16 17:57:10,D000241,163.129.70.210,M085,20,92,1,1659.15,2024-11-04 08:07:24,2,Debit,ATM,Los Angeles,Student
TX000147,AC00385,6.881811634177191,2023-08-30 17:23:20,D000292,202.194.199.70,M026,77,296,1,2042.22,2024-11-04 08:11:44,0,Debit,Branch,Sacramento,Retired
TX000148,AC00161,6.246009861561723,2023-04-13 18:37:48,D000109,23.92.205.75,M056,41,142,5,421.93,2024-11-04 08:10:01,0,Debit,Online,New York,Doctor
TX000149,AC00333,6.031886461606898,2023-07-28 16:29:23,D000330,140.212.253.222,M077,66,141,1,10113.66,2024-11-04 08:10:23,2,Debit,ATM,Memphis,Doctor
TX000150,AC00279,5.586349377764106,2023-02-06 17:48:55,D000158,3.157.63.220,M049,54,92,1,4446.17,2024-11-04 08:12:18,0,Debit,Online,Philadelphia,Retired
TX000151,AC00072,4.254193263163997,2023-07-24 18:08:43,D000413,216.151.64.40,M073,80,113,1,6452.77,2024-11-04 08:09:04,0,Debit,Online,Virginia Beach,Retired
TX000152,AC00242,5.810931390173244,2023-11-20 16:29:48,D000548,113.115.81.178,M039,35,293,1,2788.2,2024-11-04 08:08:14,1,Credit,Branch,Albuquerque,Engineer
TX000153,AC00303,5.5943395632748185,2023-10-09 16:52:47,D000605,216.32.4.105,M078,20,160,1,596.16,2024-11-04 08:08:34,0,Debit,Online,San Antonio,Student
